id,mail
UCHCph-_jLba_9atyCZJPLQQ,TRUE
UC7_YxT-KID8kRbqZo7MyscQ,TRUE
UCOJZ1tna8yj8mAEITPkHNCQ,FALSE
UCSAUGyc_xA8uYzaIVG6MESQ,FALSE
UC2iUwfYi_1FCGGqhOUNx-iA,TRUE
UC9-oOzriEPfpPvjTOAu3Cww,FALSE
UChLN0bJgq6d15OK2HVB4YTg,TRUE
UC97fD0Bh2p3STJ22frc3pRQ,FALSE
UCGNU0M38aTwA1QV6mECn5OA,TRUE
UCrrvakqJsCh0J5yRxS_ZEjw,TRUE
UCenMWMQOjul4ufo49xkvTYg,FALSE
UCH1v_rfUpMBCC7-0kjMLMEg,FALSE
UCEjNucEVq5vRH2IGNeTqx3Q,FALSE
UCWbvaqKOLQ8RS5Nc4XWWdhA,FALSE
UC59jm6JUT_PNciq8XNHDCbA,FALSE
UCbjwvVXd4sMlBTpeXBZftDQ,TRUE
UC-QZWTOtdsm6CNPHUR88irA,TRUE
UCt-WqkTyKK1_70U4bb4k4lQ,TRUE
UCVgZw2hguslwhERp-BRYFAg,FALSE
UC6jxVdAc76RhO_byMwq7HaQ,TRUE
UC5BMQOsAB8hKUyHu9KI6yig,FALSE
UCVJ2GFJzJgwyN7eWWWSpcHA,TRUE
UCV1JuyDF9Re3HyXFGeqnC7Q,TRUE
UCEvLUnQiH-i1XUNikh0Zm4g,TRUE
UCJpL0JQKe7I2EbphDI7IKPw,TRUE
UCvtvlD_b6HkhO-pol630N3w,FALSE
UCH5ltHYCVSkZ7tiJVe0Dq0Q,FALSE
UCiha1h9wDB6MBXQKtttqHUg,TRUE
UC6IijBsVf2PlWo_uq6P9wQw,TRUE
UC_zEzzq54Rm0iy7lmmZbCIg,FALSE
UCo4ywJQXfUIB0lCBpczW3cA,FALSE
UCZJz0RayJBfATZlwmpbPB8w,FALSE
UCAloSEOb-EsfrqaWD7G3Frw,TRUE
UCXazgXDIYyWH-yXLAkcrFxw,TRUE
UCcdbBVSvHFELrUkRYSNbcug,TRUE
UCSjXXHwfaDq1w9oQ0xgOFNg,FALSE
UCfvLH5R0Rv_GWldg_YfYacA,TRUE
UC8rVJyj4zE0S9-sccMLifIA,FALSE
UCkMjQLGU6lyN2CUp9yBGQ4w,FALSE
UCQXj1LsA6K8A9uW2iQVhIgQ,TRUE
UChdaijfOn0PIKYel52M2ZCQ,TRUE
UCJv1rkl3-Qpfa4q5CJYLs9Q,FALSE
UCmDM-a4Q6dlmjhuCT1D_PUQ,TRUE
UCAAszizDDdScfqclAybLiEA,TRUE
UCN5xN8gIljvWYnsj06V8WbQ,TRUE
UCaCPkuYCvYGuzWFYRcKdd0Q,FALSE
UCD9PZYV5heAevh9vrsYmt1g,TRUE
UCyLHOxXRmp9z93Qga-Dj0sA,FALSE
UCXfeU2D1Q9T792T1fCi_ayA,TRUE
UCyauCpNGgga52OMKn9yYW_w,TRUE
UCqgriLWR20k7_sH5D0NZlFg,TRUE
UChl6CG-V7LgqhfwkvbHH67Q,TRUE
UCbC-982BaGvFR2CBI4UdNwg,TRUE
UCKH9HfYY_GEcyltl2mbD5lA,FALSE
UCKL5hAuzgFQsyrsQKgU0Qng,FALSE
UCHOW0WHcVUE-kSSzPXShB7w,TRUE
UCTkL2hI0A-Zfid4O9RvXVtw,FALSE
UCd1fLoVFooPeWqCEYVUJZqg,TRUE
UCcBDDGP59a8SCzYLA_lCkuw,TRUE
UCM6yPd-dzKvHhGptvrAmT5w,TRUE
UCzfyYtgvkx5mLy8nlLlayYg,TRUE
UCYzPXprvl5Y-Sf0g4vX-m6g,TRUE
UC0_rHbbPBtpQN1emc3an1jQ,FALSE
UCUk7VggtJdo9XYTy3Z5QVAw,TRUE
UCfoXwBVE0qINt9ZQx2eYiQA,TRUE
UCBdM5ciwKyTFbg-AuLG0S0g,TRUE
UCQpNRtA9mov4795FNZz1TpQ,FALSE
UCcmHmiEFz0qatMgV6E4VePA,FALSE
UCX77Km4pLRsU9OFYEMdIvew,TRUE
UCP-CAwOG0AiieZNFdONsN5Q,TRUE
UCCryrohClZM8XK4yEYBE_qA,TRUE
UC8-Fj1X9TI678ba1wv2PP_w,FALSE
UCviQMWBynNPLjkl4s-Nu68w,TRUE
UC4-qp6FODsJf_JryP10wRiQ,FALSE
